,,,,,,,,,,,
CMS,,,,,,,,,,,
Weekly NADAC Reference File as of 12/25/2013,,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date",
METADATE ER 20 MG TABLET,53014059407,1.60481,12/18/2013,EA,C/I,N,1,G,,,
METAFIBER POWDER,62107007804,0.01141,12/18/2013,GM,C/I,Y,"1, 5",G,,,
METAFIBER POWDER,62107007904,0.01141,12/18/2013,GM,C/I,Y,"1, 5",G,,,
METAFIBER POWDER,62107003740,0.01747,12/18/2013,GM,C/I,Y,"1, 5",G,,,
METAMUCIL FIBER SINGLES PACKET,37000002404,0.28848,12/18/2013,EA,C/I,Y,"1, 6",B,,,
METAMUCIL FIBER SINGLES PACKET,37000002444,0.28848,12/18/2013,EA,C/I,Y,"1, 6",B,,,
METAMUCIL MULTIHEALTH POWDER,37000058723,0.02235,07/22/2013,GM,C/I,Y,"4, 5, 6",B,,,
METAMUCIL PACKET,37000002304,0.30974,12/18/2013,EA,C/I,Y,"1, 6",B,0.20740,07/25/2013,
METAMUCIL POWDER,37000002307,0.01014,07/22/2013,GM,C/I,Y,"4, 5, 6",B,,,
METAMUCIL POWDER,37000001310,0.01162,07/22/2013,GM,C/I,Y,"4, 5, 6",B,,,
METAMUCIL POWDER,37000002306,0.01248,11/21/2013,GM,C/I,Y,"2, 5, 6",B,,,
METAMUCIL POWDER,37000002305,0.01545,12/18/2013,GM,C/I,Y,"1, 5, 6",B,,,
METAMUCIL POWDER,37000045309,0.01607,11/21/2013,GM,C/I,Y,"4, 5, 6",B,,,
METAMUCIL POWDER,37000002406,0.02102,12/18/2013,GM,C/I,Y,"1, 5, 6",B,,,
METAMUCIL POWDER,37000045405,0.02102,12/18/2013,GM,C/I,Y,"1, 5, 6",B,,,
METAMUCIL POWDER,37000002402,0.02410,12/18/2013,GM,C/I,Y,"1, 5, 6",B,,,
METAMUCIL POWDER,37000045402,0.02410,12/18/2013,GM,C/I,Y,"1, 5, 6",B,,,
METAMUCIL POWDER,37000002408,0.03434,07/22/2013,GM,C/I,Y,"4, 5, 6",B,,,
METAMUCIL POWDER,37000002401,0.03718,12/18/2013,GM,C/I,Y,"1, 5, 6",B,,,
METAXALONE 800 MG TABLET,00185044810,3.37124,12/18/2013,EA,C/I,N,1,G,,,
METAXALONE 800 MG TABLET,64720032110,3.37124,12/18/2013,EA,C/I,N,"1, 6",G,,,
METAXALONE 800 MG TABLET,65162055310,3.37124,12/18/2013,EA,C/I,N,1,G,,,
METAXALONE 800 MG TABLET,68001000400,3.37124,12/18/2013,EA,C/I,N,"1, 6",G,,,
"METFORMIN HCL 1,000 MG TABLET",00093721401,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00093721410,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00093721498,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00378718705,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00603446921,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00603446928,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00603446932,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00781505201,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00781505205,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00781505261,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00904585140,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00904585152,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00904585189,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00904585193,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00904609261,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",00904632861,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",23155010401,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",23155010405,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",23155010410,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",43547025010,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",43547025011,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",43547025050,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",43547032250,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",51079017401,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",51079017420,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",57664047451,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",57664047453,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",57664047458,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",59762432200,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",59762432202,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",60505019200,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",60505019201,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",60505019204,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",60505019208,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",62584045201,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",65162017710,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",65162017711,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",65162017750,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",65162022010,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",65162022011,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",65162022050,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",65862001001,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",65862001005,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",65862001099,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",67877022101,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",67877022105,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",67877022110,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",68382003001,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",68382003005,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",68382003010,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",68462016101,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",68462016105,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",68462016110,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",68462016190,0.03312,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL 1,000 MG TABLET",68645030059,0.03312,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00093104801,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00093104810,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00093104898,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00378718505,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00603446721,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00603446728,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00603446732,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00781505001,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00781505005,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00781505010,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00781505061,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904584914,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904584918,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904584940,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904584952,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904584953,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904584954,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904584980,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904584989,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904584993,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904609061,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,00904632661,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,23155010201,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,23155010205,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,23155010210,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,43547024810,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,43547024811,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,43547024850,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,43547032011,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,51079017201,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,51079017220,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,57664039751,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,57664039753,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,57664039758,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,57664039799,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,58517004090,0.01799,12/18/2013,EA,C/I,N,"1, 6",G,,,
METFORMIN HCL 500 MG TABLET,59762432000,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,59762432002,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,60505019000,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,60505019001,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,60505019004,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,60505019008,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,62584025901,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,65162017510,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,65162017511,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,65162017550,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,65162021810,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,65162021811,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,65162021850,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,65862000801,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,65862000805,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,65862000899,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,67877021701,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,67877021705,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,68382002801,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,68382002805,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,68382002810,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,68462015901,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,68462015905,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,68462015910,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,68462015990,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 500 MG TABLET,68645029059,0.01799,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00093104901,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00093104910,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00093104998,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00378718605,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00603446821,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00603446828,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00603446832,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00781505101,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00781505105,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00781505161,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00904585040,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00904585053,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00904585089,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00904585093,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00904609161,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,00904632761,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,23155010301,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,23155010305,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,23155010310,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,43547024910,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,43547024911,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,43547024950,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,43547032150,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,51079017301,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,51079017308,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,57664043551,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,57664043553,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,57664043558,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,57664043599,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,59762432100,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,59762432102,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,60505019100,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,60505019101,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,60505019104,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,60505019108,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,62584033201,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,65162017410,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,65162017411,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,65162017450,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,65162021910,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,65162021911,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,65162021950,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,65862000901,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,65862000905,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,67877021801,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,67877021805,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,67877021810,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,68382002901,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,68382002905,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,68382002910,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,68462016001,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,68462016005,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,68462016010,0.04071,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL 850 MG TABLET,68462016090,0.04071,12/18/2013,EA,C/I,N,1,G,,,
"METFORMIN HCL ER 1,000 MG TAB",00591272060,6.41424,12/18/2013,EA,C/I,N,"1, 6",G,,,
"METFORMIN HCL ER 1,000 MG TAB",68180033707,6.41424,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,00093726701,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,00093726710,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,00185441601,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,00378035205,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,00904579461,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,00904610761,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,29033001801,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,29033001805,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,29033001810,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,53746017801,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,53746017805,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,53746017810,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,53746017890,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,60505026001,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,60505026002,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,60505026007,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,62037057101,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,62037057110,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,62756014201,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,62756014202,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,65862029101,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,65862029105,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,67877015901,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,67877015905,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,67877015910,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,68084007201,0.04645,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 500 MG TABLET,00591271960,2.84306,07/18/2013,EA,C/I,N,"4, 6",G,,,
METFORMIN HCL ER 500 MG TABLET,68180033607,2.84306,07/18/2013,EA,C/I,N,4,G,,,
METFORMIN HCL ER 750 MG TABLET,00093721201,0.09520,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 750 MG TABLET,29033002101,0.09520,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 750 MG TABLET,53746017901,0.09520,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 750 MG TABLET,60505132901,0.09520,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 750 MG TABLET,62037057701,0.09520,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 750 MG TABLET,62037057710,0.09520,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 750 MG TABLET,62756014301,0.09520,12/18/2013,EA,C/I,N,1,G,,,
METFORMIN HCL ER 750 MG TABLET,65862029201,0.09520,12/18/2013,EA,C/I,N,1,G,,,
METHADONE 10 MG/5 ML SOLUTION,00054355663,0.10974,12/18/2013,ML,C/I,N,"1, 5",G,,,
METHADONE 10 MG/5 ML SOLUTION,66689071216,0.10974,12/18/2013,ML,C/I,N,"1, 5",G,,,
METHADONE 10 MG/ML ORAL CONC,66689069430,0.69053,07/18/2013,ML,C/I,N,"4, 5",G,,,
METHADONE 5 MG/5 ML SOLUTION,00054355563,0.05724,05/23/2013,ML,C/I,N,"4, 5",G,,,
METHADONE 5 MG/5 ML SOLUTION,66689071116,0.05724,05/23/2013,ML,C/I,N,"4, 5",G,,,
METHADONE HCL 10 MG TABLET,00054457125,0.08204,12/18/2013,EA,C/I,N,1,G,,,
METHADONE HCL 10 MG TABLET,00054855424,0.08204,12/18/2013,EA,C/I,N,1,G,,,
METHADONE HCL 10 MG TABLET,00406577101,0.08204,12/18/2013,EA,C/I,N,1,G,,,
METHADONE HCL 10 MG TABLET,00406577162,0.08204,12/18/2013,EA,C/I,N,1,G,,,
METHADONE HCL 10 MG TABLET,66689081010,0.08204,12/18/2013,EA,C/I,N,1,G,,,
METHADONE HCL 10 MG TABLET,67877011601,0.08204,12/18/2013,EA,C/I,N,1,G,,,
METHADONE HCL 5 MG TABLET,00054457025,0.05107,12/18/2013,EA,C/I,N,1,G,,,
METHADONE HCL 5 MG TABLET,00054855324,0.05107,12/18/2013,EA,C/I,N,1,G,,,
METHADONE HCL 5 MG TABLET,00406575501,0.05107,12/18/2013,EA,C/I,N,1,G,,,
METHADONE HCL 5 MG TABLET,00406575562,0.05107,12/18/2013,EA,C/I,N,1,G,,,
METHADONE INTENSOL 10 MG/ML,00054355344,0.69053,07/18/2013,ML,C/I,N,"4, 5",G,,,
METHADOSE 10 MG TABLET,00406345434,0.08204,12/18/2013,EA,C/I,N,1,G,,,
METHAMPHETAMINE 5 MG TABLET,00378811501,3.46168,12/18/2013,EA,C/I,N,1,G,,,
METHAZOLAMIDE 25 MG TABLET,00781107201,1.32145,12/18/2013,EA,C/I,N,1,G,,,
METHAZOLAMIDE 25 MG TABLET,48102010001,1.32145,12/18/2013,EA,C/I,N,1,G,,,
METHAZOLAMIDE 50 MG TABLET,00781107101,2.60043,12/18/2013,EA,C/I,N,1,G,,,
METHAZOLAMIDE 50 MG TABLET,48102010101,2.60043,12/18/2013,EA,C/I,N,1,G,,,
METHENAMINE HIPP 1 GM TABLET,00955103710,1.68007,12/18/2013,EA,C/I,N,"1, 6",G,,,
METHENAMINE HIPP 1 GM TABLET,43199002001,1.68007,12/18/2013,EA,C/I,N,"1, 6",G,,,
METHENAMINE HIPP 1 GM TABLET,64720013910,1.68007,12/18/2013,EA,C/I,N,1,G,,,
METHENAMINE MD 1 GM TABLET,13925010701,1.12160,12/18/2013,EA,C/I,N,1,G,,,
METHENAMINE MD 1 GM TABLET,42799010601,1.12160,12/18/2013,EA,C/I,N,1,G,,,
